number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout_input_rate,params_dropout_rate_l0,params_dropout_rate_l1,params_dropout_rate_l2,params_dropout_rate_l3,params_dropout_rate_l4,params_epochs,params_learning_rate,params_momentum,params_num_layers,params_num_units_l0,params_num_units_l1,params_num_units_l2,params_num_units_l3,params_num_units_l4,params_patience,params_use_nesterov,params_weight_decay,state
39,2.174170942965859,2024-01-25 22:13:36.947967,2024-01-25 22:19:29.319304,0 days 00:05:52.371337,118,0.3479989116225211,0.07271802824340075,0.26628575112237485,0.3095484351856882,,,318,0.006872187138379772,0.6071454317304906,3,448,352.0,352.0,,,5,False,0.0001766676632091456,COMPLETE
87,2.187629581297612,2024-01-25 22:53:08.333131,2024-01-25 22:58:54.982484,0 days 00:05:46.649353,91,0.237235266087992,0.0952668392912869,0.013928917851861405,,,,399,0.001192798487779893,0.9465454682299796,2,288,256.0,,,,8,True,0.003171203036578432,COMPLETE
102,2.194218436061641,2024-01-25 23:02:22.243343,2024-01-25 23:06:38.319058,0 days 00:04:16.075715,105,0.218346809962034,0.02423378065142366,,,,,387,0.002420282006777432,0.9586658931596639,1,384,,,,,7,False,0.001825797179206487,COMPLETE
93,2.2110876522495406,2024-01-25 22:56:06.751579,2024-01-25 23:01:01.188268,0 days 00:04:54.436689,93,0.19178715757237963,0.05204814666558902,0.030049621115931964,,,,388,0.0008147253464211088,0.9405941218787865,2,320,288.0,,,,8,False,0.0025718357066448557,COMPLETE
49,2.221639632066753,2024-01-25 22:21:52.161566,2024-01-25 22:31:19.156613,0 days 00:09:26.995047,104,0.15422178332074304,0.10627244858357372,0.301721712668824,0.2424509347022677,0.4648033102206107,,355,0.003297217170928233,0.7031700325679212,4,480,448.0,448.0,448.0,,5,False,8.225731709376972e-05,COMPLETE
78,2.2302331191113884,2024-01-25 22:48:08.815815,2024-01-25 22:53:08.299135,0 days 00:04:59.483320,111,0.20973778151056133,0.032355834272898246,0.09972666433459801,,,,390,0.001616607736366193,0.9914325203347877,2,352,320.0,,,,7,False,0.0004134672849944829,COMPLETE
85,2.2496750276278985,2024-01-25 22:52:01.483670,2024-01-25 22:57:55.757560,0 days 00:05:54.273890,89,0.23362335713630375,0.05136359783002076,0.016321433636858663,,,,399,0.0011355418001382125,0.9732717689038004,2,288,224.0,,,,8,True,0.009574960076946214,COMPLETE
134,2.2663307338766074,2024-01-25 23:35:19.217256,2024-01-25 23:44:05.411985,0 days 00:08:46.194729,28,0.028700185338154077,0.0665227145931358,0.07492691501061759,0.4070758033418293,,,290,0.009307429033403444,0.8492903985790732,3,384,96.0,64.0,,,7,False,0.00013305123777565387,COMPLETE
101,2.267981761660404,2024-01-25 23:01:01.206539,2024-01-25 23:07:04.164734,0 days 00:06:02.958195,57,0.2158166919110651,0.01941330694767646,,,,,386,0.001889857154271992,0.952179830097054,1,320,,,,,7,False,0.0017027223658002283,COMPLETE
94,2.329454156160148,2024-01-25 22:57:45.675564,2024-01-25 23:03:17.471945,0 days 00:05:31.796381,61,0.27912677317559126,0.04819506627067259,0.06063203671971869,,,,349,0.0022981888632606353,0.9197063918922853,2,320,288.0,,,,7,False,0.008362347810742781,COMPLETE
100,2.349941057173983,2024-01-25 22:59:35.794033,2024-01-25 23:04:38.181475,0 days 00:05:02.387442,66,0.19700917700660897,0.018323568352871758,,,,,382,0.002441354038716569,0.9362238485275209,1,320,,,,,10,False,0.0017846337035688296,COMPLETE
105,2.381655208572359,2024-01-25 23:04:30.597198,2024-01-25 23:06:55.169482,0 days 00:02:24.572284,128,0.22204585806761495,0.18504184432038712,0.13966174815584215,,,,225,0.0009487680202135119,0.961430901013327,2,384,160.0,,,,7,False,0.0015539388046156562,COMPLETE
34,2.381892373267749,2024-01-25 22:10:27.262828,2024-01-25 22:15:07.343949,0 days 00:04:40.081121,128,0.3394078239975252,0.3760916020426116,0.2565302089606604,0.3151509668495762,,,278,0.005523284810751937,0.422269167332729,3,448,384.0,384.0,,,6,False,0.00015199207800854897,COMPLETE
125,2.4351547277793095,2024-01-25 23:21:20.819152,2024-01-25 23:37:03.169137,0 days 00:15:42.349985,18,0.46370836653024256,0.15467809173457697,0.033544557892457354,0.43203622494069127,,,392,0.0017435037604829897,0.9769388083098189,3,352,192.0,96.0,,,7,False,0.0003128171708929613,COMPLETE
64,2.4404442979455045,2024-01-25 22:36:43.603874,2024-01-25 22:43:07.184599,0 days 00:06:23.580725,122,0.10578642741114956,0.1480262626031306,0.3450346669966552,0.18660656428008918,,,377,0.002695893915046217,0.9203167378007173,3,416,384.0,128.0,,,7,False,0.0002536566488686614,COMPLETE
194,2.4460936222295317,2024-01-26 00:24:42.575385,2024-01-26 00:32:08.800315,0 days 00:07:26.224930,19,0.03106854247505227,0.06874207466983928,0.00033566569504165126,0.36948342935510853,,,198,0.00892923484127425,0.5525566709685744,3,64,32.0,32.0,,,7,False,0.0011494248129555514,COMPLETE
113,2.4863077764664787,2024-01-25 23:07:40.844227,2024-01-25 23:13:45.434486,0 days 00:06:04.590259,75,0.172923676846057,0.17433009950302655,0.06721713844653601,,,,367,0.0038679116416176,0.2100367568570738,2,448,416.0,,,,7,False,0.0006633043910122252,COMPLETE
45,2.513071801958363,2024-01-25 22:18:10.932834,2024-01-25 22:26:56.346370,0 days 00:08:45.413536,104,0.07011939488072515,0.07599707067207023,0.17477205555291905,0.10640353117497778,0.48644770627014833,,330,0.007279237981659953,0.6636354469316099,4,480,480.0,480.0,448.0,,5,False,0.00021741233185297403,COMPLETE
145,2.536748170900676,2024-01-25 23:45:10.610874,2024-01-25 23:51:23.006536,0 days 00:06:12.395662,31,0.010529583362058365,0.09995809676521837,0.02493798444287726,0.36239806373775374,,,190,0.007815960827082306,0.44274327510018646,3,416,352.0,320.0,,,7,False,2.130065621195889e-05,COMPLETE
