mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_neuralnetwork__activation,param_neuralnetwork__architecture,param_neuralnetwork__batch_size,param_neuralnetwork__dropout_hidden_rate,param_neuralnetwork__dropout_input_rate,param_neuralnetwork__early,param_neuralnetwork__epochs,param_neuralnetwork__input_dimension,param_neuralnetwork__learning_rate,param_neuralnetwork__momentum,param_neuralnetwork__output_dimension,param_neuralnetwork__patience,param_neuralnetwork__use_nesterov,param_neuralnetwork__weight_decay,params,split0_test_MEE,split1_test_MEE,split2_test_MEE,split3_test_MEE,split4_test_MEE,mean_test_MEE,std_test_MEE,rank_test_MEE,split0_test_R2,split1_test_R2,split2_test_R2,split3_test_R2,split4_test_R2,mean_test_R2,std_test_R2,rank_test_R2,split0_test_RMSE,split1_test_RMSE,split2_test_RMSE,split3_test_RMSE,split4_test_RMSE,mean_test_RMSE,std_test_RMSE,rank_test_RMSE,split0_test_MSE,split1_test_MSE,split2_test_MSE,split3_test_MSE,split4_test_MSE,mean_test_MSE,std_test_MSE,rank_test_MSE
22.611290550231935,0.051366498018369795,0.2011397361755371,0.021490907793117815,relu,"(128, 64)",16,"(0.1, 0.1)",0.0,False,50,10,0.001,0.5,3,9,True,0.001,"{'neuralnetwork__activation': 'relu', 'neuralnetwork__architecture': (128, 64), 'neuralnetwork__batch_size': 16, 'neuralnetwork__dropout_hidden_rate': (0.1, 0.1), 'neuralnetwork__dropout_input_rate': 0.0, 'neuralnetwork__early': False, 'neuralnetwork__epochs': 50, 'neuralnetwork__input_dimension': 10, 'neuralnetwork__learning_rate': 0.001, 'neuralnetwork__momentum': 0.5, 'neuralnetwork__output_dimension': 3, 'neuralnetwork__patience': 9, 'neuralnetwork__use_nesterov': True, 'neuralnetwork__weight_decay': 0.001}",-2.5100373070031194,-2.399980783468444,-2.43304053632198,-2.4628219622029355,-2.4265625234670964,-2.4464886224927147,0.03753955999697959,156,0.9878579070079638,0.9903689573240761,0.9912652687003364,0.9894049378391404,0.9909785356909695,0.9899751213124972,0.0012356482594896934,170,-1.6650432299036246,-1.6573187204836668,-1.7161313721542935,-1.6718453329622716,-1.6723084245328486,-1.676529416007341,0.02053804093568086,148,-2.7723689574478945,-2.7467053412656184,-2.9451068864921783,-2.7950668173477284,-2.7966154667635377,-2.8111726938633916,0.06938508425456938,141
22.6380154132843,0.3057533468790587,0.2072841167449951,0.03465251754402499,relu,"(128, 64)",16,"(0.1, 0.1)",0.0,False,50,10,0.001,0.5,3,9,True,0.01,"{'neuralnetwork__activation': 'relu', 'neuralnetwork__architecture': (128, 64), 'neuralnetwork__batch_size': 16, 'neuralnetwork__dropout_hidden_rate': (0.1, 0.1), 'neuralnetwork__dropout_input_rate': 0.0, 'neuralnetwork__early': False, 'neuralnetwork__epochs': 50, 'neuralnetwork__input_dimension': 10, 'neuralnetwork__learning_rate': 0.001, 'neuralnetwork__momentum': 0.5, 'neuralnetwork__output_dimension': 3, 'neuralnetwork__patience': 9, 'neuralnetwork__use_nesterov': True, 'neuralnetwork__weight_decay': 0.01}",-3.891679958314081,-3.8904747589539737,-3.9768754617618383,-3.9534102369056354,-3.6942806650224598,-3.881344216191598,0.09950145403372199,442,0.970130645011681,0.9744017544428946,0.9779553108968796,0.9747740714409843,0.9737301180513107,0.9741983799687499,0.0025001219470641247,442,-2.5412430117422824,-2.5592925796213026,-2.6415186741393555,-2.5953444184655954,-2.431124936774816,-2.5537047241486706,0.07022460627625533,426,-6.457916044728986,-6.549978508104662,-6.97762090582694,-6.735812650460519,-5.910368458208353,-6.526339313465892,0.35558256545283656,422
21.769980716705323,0.7284950045443942,0.16314029693603516,0.0352036221833723,relu,"(128, 64)",16,"(0.1, 0.1)",0.0,False,50,10,0.001,0.5,3,9,False,0.001,"{'neuralnetwork__activation': 'relu', 'neuralnetwork__architecture': (128, 64), 'neuralnetwork__batch_size': 16, 'neuralnetwork__dropout_hidden_rate': (0.1, 0.1), 'neuralnetwork__dropout_input_rate': 0.0, 'neuralnetwork__early': False, 'neuralnetwork__epochs': 50, 'neuralnetwork__input_dimension': 10, 'neuralnetwork__learning_rate': 0.001, 'neuralnetwork__momentum': 0.5, 'neuralnetwork__output_dimension': 3, 'neuralnetwork__patience': 9, 'neuralnetwork__use_nesterov': False, 'neuralnetwork__weight_decay': 0.001}",-2.349856674870364,-2.6552643959289455,-2.6679435820511452,-2.4267751010278396,-2.5370086408288244,-2.5273696789414237,0.12477269426844212,181,0.9882278393550021,0.9886254601063312,0.9904666272456287,0.9894466363065103,0.9889243794890096,0.9891381885004964,0.0007742389572840995,196,-1.609997010573652,-1.8478460597553554,-1.893468315276093,-1.6459873564587824,-1.735771029780336,-1.746613954368844,0.1102012822348145,179,-2.592090374056096,-3.414535060553393,-3.585222260954486,-2.7092743776221706,-3.0129010678246875,-3.0628046282021666,0.38618140621275715,177
18.31204047203064,3.5625698271919597,0.15091938972473146,0.012648601058834688,relu,"(128, 64)",16,"(0.1, 0.1)",0.0,False,50,10,0.001,0.5,3,9,False,0.01,"{'neuralnetwork__activation': 'relu', 'neuralnetwork__architecture': (128, 64), 'neuralnetwork__batch_size': 16, 'neuralnetwork__dropout_hidden_rate': (0.1, 0.1), 'neuralnetwork__dropout_input_rate': 0.0, 'neuralnetwork__early': False, 'neuralnetwork__epochs': 50, 'neuralnetwork__input_dimension': 10, 'neuralnetwork__learning_rate': 0.001, 'neuralnetwork__momentum': 0.5, 'neuralnetwork__output_dimension': 3, 'neuralnetwork__patience': 9, 'neuralnetwork__use_nesterov': False, 'neuralnetwork__weight_decay': 0.01}",-3.829302937213776,-3.6707792853367165,-3.965753233266652,-3.8649791269016007,-3.615435780439957,-3.78925007263174,0.1286384257897937,413,0.9702352340657393,0.9751652475818303,0.9779909225190897,0.9749155193634881,0.975128565402137,0.9746870977864569,0.0024984013188901824,432,-2.5088199075637565,-2.431949271158374,-2.7091254001135936,-2.574038034936859,-2.40007337806046,-2.5248011983666085,0.11030284549860014,415,-6.294177328588215,-5.914377257487746,-7.339360433540638,-6.625671805301606,-5.760352220074549,-6.386787808998551,0.5636719162860353,412
13.899742031097412,4.538395015567932,0.12710847854614257,0.022517385094004635,relu,"(128, 64)",16,"(0.1, 0.1)",0.0,False,50,10,0.001,1.0,3,9,True,0.001,"{'neuralnetwork__activation': 'relu', 'neuralnetwork__architecture': (128, 64), 'neuralnetwork__batch_size': 16, 'neuralnetwork__dropout_hidden_rate': (0.1, 0.1), 'neuralnetwork__dropout_input_rate': 0.0, 'neuralnetwork__early': False, 'neuralnetwork__epochs': 50, 'neuralnetwork__input_dimension': 10, 'neuralnetwork__learning_rate': 0.001, 'neuralnetwork__momentum': 1.0, 'neuralnetwork__output_dimension': 3, 'neuralnetwork__patience': 9, 'neuralnetwork__use_nesterov': True, 'neuralnetwork__weight_decay': 0.001}",-39.74580839196496,-41.62137029997037,-42.85970545715701,-41.872665821877376,-41.70279185350499,-41.56046836489494,1.0101920720849298,715,-0.6193600387918348,-0.7866120038835213,-0.4255690325669701,-0.6200552680003197,-0.372715891765994,-0.5648624470017279,0.14933991761871812,686,-25.406450379543553,-24.918003229646104,-26.183410370703506,-26.17492548777318,-24.858202174397228,-25.508198328412714,0.5799334973987125,711,-645.4877208882089,-620.9068849526536,-685.570978640664,-685.126724290478,-617.930215343207,-651.0045048230422,29.62896294172365,704
8.28627905845642,2.770461069323986,0.14384679794311522,0.01842273765020035,relu,"(128, 64)",16,"(0.1, 0.1)",0.0,False,50,10,0.001,1.0,3,9,True,0.01,"{'neuralnetwork__activation': 'relu', 'neuralnetwork__architecture': (128, 64), 'neuralnetwork__batch_size': 16, 'neuralnetwork__dropout_hidden_rate': (0.1, 0.1), 'neuralnetwork__dropout_input_rate': 0.0, 'neuralnetwork__early': False, 'neuralnetwork__epochs': 50, 'neuralnetwork__input_dimension': 10, 'neuralnetwork__learning_rate': 0.001, 'neuralnetwork__momentum': 1.0, 'neuralnetwork__output_dimension': 3, 'neuralnetwork__patience': 9, 'neuralnetwork__use_nesterov': True, 'neuralnetwork__weight_decay': 0.01}",-41.3184719203599,-7.520094031459189,-37.63566596019971,-9.473546117302897,-7.670051293847637,-20.723565864633866,15.371780251494107,622,-1.0146337411189064,0.9040932333687293,-0.0036973763977613907,0.8627234617808123,0.8916772781533292,0.3280325711572406,0.754749385559756,616,-25.23118425168422,-4.844560156447064,-23.059773455672563,-6.216313263541023,-4.942031723847863,-12.858772570238546,9.25377373576004,620,-636.6126587424377,-23.469763109434396,-531.7531518269409,-38.64255059047604,-24.423677559518676,-250.98036036576156,274.1247810120221,622
15.299129581451416,2.9494247506016933,0.18716678619384766,0.017494828715255626,relu,"(128, 64)",16,"(0.1, 0.1)",0.0,False,50,10,0.001,1.0,3,9,False,0.001,"{'neuralnetwork__activation': 'relu', 'neuralnetwork__architecture': (128, 64), 'neuralnetwork__batch_size': 16, 'neuralnetwork__dropout_hidden_rate': (0.1, 0.1), 'neuralnetwork__dropout_input_rate': 0.0, 'neuralnetwork__early': False, 'neuralnetwork__epochs': 50, 'neuralnetwork__input_dimension': 10, 'neuralnetwork__learning_rate': 0.001, 'neuralnetwork__momentum': 1.0, 'neuralnetwork__output_dimension': 3, 'neuralnetwork__patience': 9, 'neuralnetwork__use_nesterov': False, 'neuralnetwork__weight_decay': 0.001}",-46.80974112255184,-43.2384911105741,-41.01809704407263,-109.87826468852188,-40.23397848864685,-56.23571449087346,26.9181404152927,743,-0.39640359827563404,-0.5683026224139783,-0.4692872842189175,-28.399091491932694,-0.15633933355358468,-5.997884866078961,11.201429011150163,749,-27.73825099798578,-29.141043190388622,-25.537728962601875,-64.00421922683041,-24.450325640075004,-34.17431360357634,15.00484267550068,742,-769.4105684272591,-849.2003982240951,-652.1756005673146,-4096.540078836168,-597.8184239057092,-1393.0290139921092,1354.6102959508214,741
16.83159918785095,3.551097833194254,0.16174712181091308,0.007770348755441648,relu,"(128, 64)",16,"(0.1, 0.1)",0.0,False,50,10,0.001,1.0,3,9,False,0.01,"{'neuralnetwork__activation': 'relu', 'neuralnetwork__architecture': (128, 64), 'neuralnetwork__batch_size': 16, 'neuralnetwork__dropout_hidden_rate': (0.1, 0.1), 'neuralnetwork__dropout_input_rate': 0.0, 'neuralnetwork__early': False, 'neuralnetwork__epochs': 50, 'neuralnetwork__input_dimension': 10, 'neuralnetwork__learning_rate': 0.001, 'neuralnetwork__momentum': 1.0, 'neuralnetwork__output_dimension': 3, 'neuralnetwork__patience': 9, 'neuralnetwork__use_nesterov': False, 'neuralnetwork__weight_decay': 0.01}",-12.30108656117837,-11.010707314770448,-62.187424625549966,-26.239264984940405,-41.03921927999517,-30.555540553286868,19.205933673004573,669,0.7893878526960917,0.7348425177756653,-1.9788910143511007,0.20256428416297176,-0.1376730674418837,-0.07795388543165112,1.0108153615811757,650,-7.802279585139943,-7.113980827013842,-38.0795341542385,-17.78789401925039,-25.81802373571344,-19.320342464271224,11.645914046651432,671,-60.87556672469152,-50.60872320712055,-1450.0509214038166,-316.40917364008385,-666.5703496178625,-508.90294691871503,521.2359353293444,669
11.896332406997681,0.8583724434993514,0.16508827209472657,0.008959114549886621,relu,"(128, 64)",16,"(0.1, 0.1)",0.0,False,50,10,0.01,0.5,3,9,True,0.001,"{'neuralnetwork__activation': 'relu', 'neuralnetwork__architecture': (128, 64), 'neuralnetwork__batch_size': 16, 'neuralnetwork__dropout_hidden_rate': (0.1, 0.1), 'neuralnetwork__dropout_input_rate': 0.0, 'neuralnetwork__early': False, 'neuralnetwork__epochs': 50, 'neuralnetwork__input_dimension': 10, 'neuralnetwork__learning_rate': 0.01, 'neuralnetwork__momentum': 0.5, 'neuralnetwork__output_dimension': 3, 'neuralnetwork__patience': 9, 'neuralnetwork__use_nesterov': True, 'neuralnetwork__weight_decay': 0.001}",-4.826526126107279,-4.466735363085375,-4.41850146935851,-3.4109570508762106,-39.84221505987118,-11.392987013859711,14.232401047431349,573,0.9741851510299789,0.9653357760959783,0.9753566959936414,0.9819400556619309,-0.0108872836959657,0.7771860790171128,0.3940721640226377,567,-3.149743096267179,-2.979050211476438,-2.8630005695506195,-2.36814852862613,-23.882282570958946,-7.0484449953758626,8.42093887859063,566,-9.920881572482756,-8.874740162497812,-8.196772261247173,-5.608127453634105,-570.3634207991294,-120.59278844979823,224.8898182347799,595
11.461096715927123,0.07288688670418782,0.16097078323364258,0.01298657158810496,relu,"(128, 64)",16,"(0.1, 0.1)",0.0,False,50,10,0.01,0.5,3,9,True,0.01,"{'neuralnetwork__activation': 'relu', 'neuralnetwork__architecture': (128, 64), 'neuralnetwork__batch_size': 16, 'neuralnetwork__dropout_hidden_rate': (0.1, 0.1), 'neuralnetwork__dropout_input_rate': 0.0, 'neuralnetwork__early': False, 'neuralnetwork__epochs': 50, 'neuralnetwork__input_dimension': 10, 'neuralnetwork__learning_rate': 0.01, 'neuralnetwork__momentum': 0.5, 'neuralnetwork__output_dimension': 3, 'neuralnetwork__patience': 9, 'neuralnetwork__use_nesterov': True, 'neuralnetwork__weight_decay': 0.01}",-2.4438330423543966,-3.1293827819361746,-2.798484739463545,-2.6983047121333317,-2.7629018586328047,-2.7665814269040507,0.21976551744865264,236,0.9912586907515807,0.9842290700176904,0.9878070298421924,0.9866989897949562,0.98746326751117,0.987491409583518,0.0022611326403919672,244,-1.7194758338030436,-2.1344312319615555,-1.8463607497115881,-1.8736510352141935,-1.9282470546996442,-1.900433181078005,0.13558419678331138,234,-2.956597143032672,-4.555796683972923,-3.409048018075538,-3.5105682017592192,-3.7181367039578523,-3.630029350159641,0.5256277608444571,233
