mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_architecture,param_batch_size,param_epochs,param_lambda_value,param_learning_rate,param_momentum,param_optimizer,param_patience,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
10.520196437835693,4.043740447015475,3.273377466201782,1.471285075450877,relu,"(8,)",8,200,0.01,0.1,0.6,sgd,6,"{'activation': 'relu', 'architecture': (8,), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.1, 'momentum': 0.6, 'optimizer': 'sgd', 'patience': 6}",1.0,0.9705882352941176,1.0,1.0,1.0,0.9941176470588236,0.011764705882352944,2
3.430445432662964,0.04484073803367357,1.023694133758545,1.104893205540999,relu,"(8,)",8,200,0.01,0.1,0.8,sgd,6,"{'activation': 'relu', 'architecture': (8,), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.1, 'momentum': 0.8, 'optimizer': 'sgd', 'patience': 6}",1.0,1.0,0.9705882352941176,0.9705882352941176,1.0,0.9882352941176471,0.014408763192842228,3
2.081543731689453,0.32974848155446496,0.45594134330749514,0.44063086848371397,relu,"(8,)",8,200,0.01,0.1,0.9,sgd,6,"{'activation': 'relu', 'architecture': (8,), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.1, 'momentum': 0.9, 'optimizer': 'sgd', 'patience': 6}",1.0,0.9411764705882353,1.0,0.8529411764705882,0.8484848484848485,0.9285204991087344,0.06707719596203847,6
2.316513776779175,0.5856199618697921,0.9951421737670898,0.9368415515437856,relu,"(8,)",8,200,0.01,0.3,0.6,sgd,6,"{'activation': 'relu', 'architecture': (8,), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.3, 'momentum': 0.6, 'optimizer': 'sgd', 'patience': 6}",1.0,1.0,0.6470588235294118,0.8529411764705882,0.9696969696969697,0.8939393939393939,0.13480933534598308,9
1.393193292617798,0.11253006682333962,0.1625377655029297,0.09438583421223372,relu,"(8,)",8,200,0.01,0.3,0.8,sgd,6,"{'activation': 'relu', 'architecture': (8,), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.3, 'momentum': 0.8, 'optimizer': 'sgd', 'patience': 6}",0.8235294117647058,0.8529411764705882,0.5294117647058824,0.6764705882352942,0.5757575757575758,0.6916221033868092,0.12914312408581738,13
1.2342875480651856,0.36035092169316524,0.2673965930938721,0.11094607735255962,relu,"(8,)",8,200,0.01,0.3,0.9,sgd,6,"{'activation': 'relu', 'architecture': (8,), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.3, 'momentum': 0.9, 'optimizer': 'sgd', 'patience': 6}",0.6176470588235294,0.6176470588235294,0.6176470588235294,0.5882352941176471,0.6363636363636364,0.6155080213903743,0.015443346607693738,32
1.7427827835083007,0.43475899875694396,0.5549166202545166,0.49481906449723767,relu,"(8,)",8,200,0.01,0.5,0.6,sgd,6,"{'activation': 'relu', 'architecture': (8,), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.5, 'momentum': 0.6, 'optimizer': 'sgd', 'patience': 6}",1.0,0.8823529411764706,0.9705882352941176,1.0,0.696969696969697,0.909982174688057,0.11490622484280044,7
1.0767539501190186,0.1577840679166478,0.13967361450195312,0.04729187327875944,relu,"(8,)",8,200,0.01,0.5,0.8,sgd,6,"{'activation': 'relu', 'architecture': (8,), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.5, 'momentum': 0.8, 'optimizer': 'sgd', 'patience': 6}",0.6176470588235294,0.6176470588235294,0.5588235294117647,0.6176470588235294,0.6363636363636364,0.6096256684491979,0.026415163711718648,33
1.1866649627685546,0.12496686519623636,0.4955392837524414,0.7206944892898275,relu,"(8,)",8,200,0.01,0.5,0.9,sgd,6,"{'activation': 'relu', 'architecture': (8,), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.5, 'momentum': 0.9, 'optimizer': 'sgd', 'patience': 6}",0.6176470588235294,0.6176470588235294,0.6176470588235294,0.6176470588235294,0.6363636363636364,0.6213903743315508,0.007486631016042766,15
6.127731037139893,0.8536008477484047,0.8425040245056152,1.2347058882737496,relu,"(8, 8)",8,200,0.01,0.1,0.6,sgd,6,"{'activation': 'relu', 'architecture': (8, 8), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.1, 'momentum': 0.6, 'optimizer': 'sgd', 'patience': 6}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
3.8170257568359376,0.8177209519235997,0.6733463287353516,0.7617753244593708,relu,"(8, 8)",8,200,0.01,0.1,0.8,sgd,6,"{'activation': 'relu', 'architecture': (8, 8), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.1, 'momentum': 0.8, 'optimizer': 'sgd', 'patience': 6}",1.0,1.0,1.0,0.7058823529411765,1.0,0.9411764705882353,0.1176470588235294,5
2.279565668106079,0.6068706934372913,0.12283754348754883,0.014154699404134925,relu,"(8, 8)",8,200,0.01,0.1,0.9,sgd,6,"{'activation': 'relu', 'architecture': (8, 8), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.1, 'momentum': 0.9, 'optimizer': 'sgd', 'patience': 6}",0.9117647058823529,0.9117647058823529,0.6764705882352942,1.0,1.0,0.9,0.11852612752711694,8
3.2423242568969726,0.8066147600092833,0.7525804519653321,0.8479031679502623,relu,"(8, 8)",8,200,0.01,0.3,0.6,sgd,6,"{'activation': 'relu', 'architecture': (8, 8), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.3, 'momentum': 0.6, 'optimizer': 'sgd', 'patience': 6}",1.0,0.8823529411764706,0.8823529411764706,1.0,1.0,0.9529411764705882,0.057635052771368905,4
1.4807270050048829,0.1643238473896695,0.3479763507843018,0.2143219196496831,relu,"(8, 8)",8,200,0.01,0.3,0.8,sgd,6,"{'activation': 'relu', 'architecture': (8, 8), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.3, 'momentum': 0.8, 'optimizer': 'sgd', 'patience': 6}",0.6176470588235294,0.6176470588235294,0.5,0.6176470588235294,0.6363636363636364,0.597860962566845,0.049464517988651036,34
1.570704412460327,0.5234133746270231,0.2533787727355957,0.18706049025320437,relu,"(8, 8)",8,200,0.01,0.3,0.9,sgd,6,"{'activation': 'relu', 'architecture': (8, 8), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.3, 'momentum': 0.9, 'optimizer': 'sgd', 'patience': 6}",0.6176470588235294,0.6176470588235294,0.6176470588235294,0.6176470588235294,0.6363636363636364,0.6213903743315508,0.007486631016042766,15
1.7528179168701172,0.318512548708401,0.47268247604370117,0.4842293801528775,relu,"(8, 8)",8,200,0.01,0.5,0.6,sgd,6,"{'activation': 'relu', 'architecture': (8, 8), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.5, 'momentum': 0.6, 'optimizer': 'sgd', 'patience': 6}",0.058823529411764705,0.6176470588235294,0.7352941176470589,0.6176470588235294,0.6363636363636364,0.5331550802139037,0.2411557196095569,36
1.2688557624816894,0.1845212826824212,0.40562849044799804,0.2631858226886763,relu,"(8, 8)",8,200,0.01,0.5,0.8,sgd,6,"{'activation': 'relu', 'architecture': (8, 8), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.5, 'momentum': 0.8, 'optimizer': 'sgd', 'patience': 6}",0.6176470588235294,0.6176470588235294,0.6176470588235294,0.6176470588235294,0.24242424242424243,0.542602495543672,0.1500891265597148,35
