mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_rf__max_depth,param_rf__max_features,param_rf__min_samples_leaf,param_rf__min_samples_split,param_rf__n_estimators,params,split0_test_MEE,split1_test_MEE,split2_test_MEE,split3_test_MEE,split4_test_MEE,mean_test_MEE,std_test_MEE,rank_test_MEE,split0_test_R2,split1_test_R2,split2_test_R2,split3_test_R2,split4_test_R2,mean_test_R2,std_test_R2,rank_test_R2,split0_test_RMSE,split1_test_RMSE,split2_test_RMSE,split3_test_RMSE,split4_test_RMSE,mean_test_RMSE,std_test_RMSE,rank_test_RMSE
0.7406556606292725,0.10043280715640222,0.018313169479370117,0.005322538994050422,,sqrt,1,10,200,"{'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 10, 'rf__n_estimators': 200}",-3.6086246543534815,-4.006269241291675,-4.182764991711698,-4.764930530792979,-4.006699355275687,-4.113857754685104,0.3760219843446268,147,0.9741534723982453,0.9663060032713776,0.9694048189954091,0.963646301537453,0.9698174153079503,0.9686656023020872,0.0035426238994296566,147,-2.551568025000279,-2.795171977405678,-2.911315550203632,-3.2640784602386077,-2.83709781957871,-2.8718463664853813,0.23024702878028355,147
1.1752543926239014,0.19048661251848287,0.02794990539550781,0.009883716467142478,,sqrt,1,10,300,"{'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 10, 'rf__n_estimators': 300}",-3.6311843692961254,-4.022273912056018,-4.160422478997368,-4.78636436006711,-4.047851243410639,-4.129619272765451,0.3738741331774408,151,0.9741591392011295,0.9659256658241095,0.969632328755146,0.9629384225398695,0.9689972206030736,0.9683305553846656,0.00376749349412769,149,-2.55726232889003,-2.7993783837879405,-2.896924517330389,-3.286867251117476,-2.8779251680987965,-2.8836715298449263,0.2351270945439071,151
0.3868846416473389,0.060704083316955246,0.009011793136596679,0.00013046463329073905,,sqrt,3,2,100,"{'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 3, 'rf__min_samples_split': 2, 'rf__n_estimators': 100}",-3.0752250472996265,-3.5507371447516043,-3.610051443009085,-4.26070142808854,-3.592014348028073,-3.6177458822353854,0.3776061910058044,37,0.9802001911376208,0.971318861642867,0.9759142261014385,0.970451415089825,0.9748281847293697,0.9745425757402242,0.0034957556333883996,39,-2.1947607871536663,-2.537465745460954,-2.555759233692633,-2.967023921845723,-2.5778932664450767,-2.5665805909196107,0.24482548085589664,37
0.6233566284179688,0.10064251618295371,0.01533956527709961,0.005124307185440131,,sqrt,3,2,150,"{'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 3, 'rf__min_samples_split': 2, 'rf__n_estimators': 150}",-3.0110340237794815,-3.5336331471251725,-3.577088668492955,-4.209142584201215,-3.5330289802182575,-3.5727854807634167,0.3804331911147797,33,0.9807899398664643,0.9721626833267317,0.9760977828825439,0.9710034910695341,0.975113067067765,0.9750333928426077,0.0034280661954607943,33,-2.154918934490228,-2.5219464283856157,-2.556520702513695,-2.9321122385072167,-2.5605642699786135,-2.545212514775074,0.24614034098831292,33
0.7906459331512451,0.11824551843568167,0.023311424255371093,0.009198888483868057,,sqrt,3,2,200,"{'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 3, 'rf__min_samples_split': 2, 'rf__n_estimators': 200}",-2.9827293715571335,-3.518187883930531,-3.541778821996684,-4.170114290566445,-3.4979322564293467,-3.542148524896028,0.37678113524147333,29,0.9813429163182033,0.9727330686990436,0.9763532047575668,0.9715598430734992,0.9757873106479611,0.9755552686992548,0.0034092711582498145,29,-2.1387108903060925,-2.512535777850127,-2.53171844712217,-2.920689827819057,-2.555527043045346,-2.5318363972285587,0.2476644622043626,25
1.2160490989685058,0.14252966815468385,0.031261539459228514,0.016170876379806454,,sqrt,3,2,300,"{'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 3, 'rf__min_samples_split': 2, 'rf__n_estimators': 300}",-2.970085294101346,-3.504575002464157,-3.548779100367382,-4.183186273605103,-3.4788356827417415,-3.537092270655946,0.3856221354806335,25,0.9815840537320599,0.973172812580477,0.976591952809565,0.9713898675389422,0.9759107473908144,0.9757298868103718,0.003476248972012295,25,-2.138427221076668,-2.503695637018464,-2.5394343719345076,-2.9376380353655898,-2.5480916204810673,-2.5334573771752593,0.2531981340385795,27
0.4105679988861084,0.07766372262729132,0.009039354324340821,0.0007004515889119668,,sqrt,3,8,100,"{'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 3, 'rf__min_samples_split': 8, 'rf__n_estimators': 100}",-3.4114736582930427,-3.776195433487927,-3.900951658305973,-4.558065091877696,-3.877464528593582,-3.9048300741116444,0.37079032550061125,85,0.9759315027297113,0.968275137794698,0.9717296715424228,0.9674277269638326,0.9704136183807641,0.9707555314822859,0.00300277097156591,103,-2.4298927161869135,-2.677142623908751,-2.744041658836012,-3.155756619081331,-2.7768078357175314,-2.756728290746108,0.23364208385171956,91
0.5430795669555664,0.05160140684868523,0.012883138656616212,0.0007621038659300971,,sqrt,3,8,150,"{'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 3, 'rf__min_samples_split': 8, 'rf__n_estimators': 150}",-3.3725477747153314,-3.7554569384463137,-3.9166684672690577,-4.527953134460075,-3.860705279169276,-3.8866663188120105,0.3726544413516212,73,0.9768170818927153,0.9686830525448461,0.9713788599220415,0.9668123999888104,0.9709365690546327,0.9709255926806092,0.003372315441641856,99,-2.410289143077174,-2.673956913691144,-2.7707354369794874,-3.1372618982674427,-2.773491375030878,-2.7531469534092254,0.23327669476614787,85
0.6786913394927978,0.04518401500233201,0.01584038734436035,0.00021265005229210602,,sqrt,3,8,200,"{'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 3, 'rf__min_samples_split': 8, 'rf__n_estimators': 200}",-3.3455312813824314,-3.766300184238473,-3.8617809652726036,-4.499650953217101,-3.8424074878458514,-3.863134174391292,0.3695604451065925,65,0.9775227375785915,0.968588250449339,0.9722857062367343,0.9672312764427945,0.9713917583274606,0.971403945806984,0.0035652930511903672,73,-2.3847486623400833,-2.687908351112932,-2.730403726966004,-3.1256119689282253,-2.765582974867412,-2.738851136842931,0.23594644349939992,69
1.1083366394042968,0.11936641354483585,0.029047393798828126,0.007528843233459127,,sqrt,3,8,300,"{'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 3, 'rf__min_samples_split': 8, 'rf__n_estimators': 300}",-3.311464952713686,-3.7516137653856547,-3.8565914789751696,-4.527146324908212,-3.8133694945832404,-3.8520372033131927,0.38976697761340157,59,0.9778977294605312,0.9688679806528694,0.9724180001969448,0.9669994552783795,0.971525554597202,0.9715417440371853,0.003713436022363959,67,-2.3541918377532447,-2.669124736089263,-2.7191405666046515,-3.1340463766923587,-2.7539377601559005,-2.7260882554590835,0.24851779896574466,65
0.3398587703704834,0.03663459191587383,0.008705806732177735,0.00034854021888253834,,sqrt,3,10,100,"{'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 3, 'rf__min_samples_split': 10, 'rf__n_estimators': 100}",-3.6588753202494053,-4.108652719567904,-4.20621789790575,-4.930257751713189,-4.136081978071906,-4.208017133501631,0.4094482707860363,185,0.9737839861282239,0.9650905249289048,0.9685631020437736,0.9617097955170797,0.9676109356931354,0.9673516688622235,0.003996323354867246,179,-2.569544176100691,-2.8447622002632733,-2.9062258555838585,-3.3774777460626004,-2.9398932491171603,-2.927580645425517,0.260024628312851,179
0.5600528717041016,0.09989047215098709,0.012398862838745117,0.0003053647663154482,,sqrt,3,10,150,"{'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 3, 'rf__min_samples_split': 10, 'rf__n_estimators': 150}",-3.6141872336268266,-4.079364403120458,-4.215378550536513,-4.865173253014413,-4.07256322106665,-4.169333332272973,0.4029787614503182,165,0.9744101492339459,0.9656026268444687,0.9680890637879047,0.9628613052153652,0.9685647441426948,0.967905577844876,0.003834733000512146,161,-2.546649478464978,-2.83249118527182,-2.924023378648507,-3.334469115361727,-2.889080194038327,-2.9053426703570717,0.2524801329172203,163
0.6451749801635742,0.03855911633495094,0.015871095657348632,0.0005666692222275398,,sqrt,3,10,200,"{'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 3, 'rf__min_samples_split': 10, 'rf__n_estimators': 200}",-3.592909382384819,-4.0872816706915795,-4.1784120391763615,-4.841628338634526,-4.069044693887994,-4.153855224955056,0.399979998407179,155,0.9742802066577032,0.9652302579797359,0.9686980833411295,0.9630189411153435,0.9686472756623951,0.9679749529512615,0.003816452894920381,157,-2.5386328135664464,-2.845297301879376,-2.9022512216111465,-3.325384159201998,-2.8846743020671175,-2.8992479596652174,0.2509053322291562,159
1.0635949611663817,0.051128129899711404,0.024249792098999023,0.0012710659515079244,,sqrt,3,10,300,"{'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 3, 'rf__min_samples_split': 10, 'rf__n_estimators': 300}",-3.6111300979811616,-4.097262776193359,-4.151195911902003,-4.839077948681161,-4.090559641400899,-4.157845275231717,0.3927383989766269,163,0.9741797788337839,0.9648294339925503,0.9689104762060919,0.9624957030525859,0.9678019758284832,0.9676434735826991,0.003969182918198372,169,-2.54228802201077,-2.8521795916827117,-2.8885127264503927,-3.3297599029073117,-2.9156742942390057,-2.905682907458039,0.25105951030108886,165
0.3529188632965088,0.04157611617895482,0.010978507995605468,0.004318761939544192,,sqrt,4,2,100,"{'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 4, 'rf__min_samples_split': 2, 'rf__n_estimators': 100}",-3.410192398201185,-3.804774185097169,-4.01411048403293,-4.682074724155257,-4.000565521394127,-3.9823434625761336,0.4122748389801887,107,0.9757291622091099,0.9688006010752025,0.9711969609386747,0.9652871004207951,0.9698744349029527,0.9701776519093471,0.003398939861798206,121,-2.4119815397489806,-2.6683037360188426,-2.8385228855876985,-3.247299488077077,-2.8498812484593232,-2.8031977795783845,0.2727270012913594,119
0.552898359298706,0.07067221724224412,0.015386533737182618,0.005368280227157546,,sqrt,4,2,150,"{'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 4, 'rf__min_samples_split': 2, 'rf__n_estimators': 150}",-3.369063100355855,-3.7824592429899946,-3.952031622519989,-4.656851642665683,-3.942467178505723,-3.940574557407449,0.41588784724158806,97,0.9769257683228242,0.9692684475948229,0.9718111861580224,0.965341431201543,0.9702270835203733,0.9707147833595172,0.003767786750917201,105,-2.3776430175100174,-2.6737003899802723,-2.8062166064553606,-3.225263126766063,-2.837480036475645,-2.7840606354374717,0.27399227060367154,107
0.7261875629425049,0.11079614979257747,0.01626439094543457,0.001087312183145963,,sqrt,4,2,200,"{'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 4, 'rf__min_samples_split': 2, 'rf__n_estimators': 200}",-3.357657092844363,-3.7738040333827003,-3.910043980319873,-4.5983082641410835,-3.9169308397363496,-3.911348842084874,0.3993592959959096,89,0.9775057388154608,0.9695939197890674,0.9724288622009641,0.9661848093865258,0.9706193519619676,0.9712665364307972,0.0037234148711136226,83,-2.3658268565236487,-2.666323596789485,-2.7745981048773203,-3.1945679955387103,-2.8311585574398026,-2.7664950222337934,0.2676052304036135,97
0.986262845993042,0.038517920122575225,0.023805665969848632,0.0007050168146179204,,sqrt,4,2,300,"{'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 4, 'rf__min_samples_split': 2, 'rf__n_estimators': 300}",-3.3383854140533407,-3.7651082119108352,-3.891272248748315,-4.578501535473585,-3.8926009329074382,-3.893173668618703,0.398464301316205,77,0.9778268489932964,0.9693661833595274,0.9724146283255658,0.9662702815954222,0.9707303458397889,0.9713216576227202,0.003826278314835505,75,-2.3575252202727643,-2.666116305226313,-2.7551929233077006,-3.1809809124065,-2.8157260444539993,-2.755108281133455,0.26496561305985467,87
0.3865512847900391,0.05854865295902367,0.008797025680541993,0.00014746736294301663,,sqrt,4,8,100,"{'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 4, 'rf__min_samples_split': 8, 'rf__n_estimators': 100}",-3.410192398201185,-3.804774185097169,-4.01411048403293,-4.682074724155257,-4.000565521394127,-3.9823434625761336,0.4122748389801887,107,0.9757291622091099,0.9688006010752025,0.9711969609386747,0.9652871004207951,0.9698744349029527,0.9701776519093471,0.003398939861798206,121,-2.4119815397489806,-2.6683037360188426,-2.8385228855876985,-3.247299488077077,-2.8498812484593232,-2.8031977795783845,0.2727270012913594,119
0.5471128463745117,0.08040732189793062,0.012414979934692382,0.00042893776242265523,,sqrt,4,8,150,"{'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 4, 'rf__min_samples_split': 8, 'rf__n_estimators': 150}",-3.369063100355855,-3.7824592429899946,-3.952031622519989,-4.656851642665683,-3.942467178505723,-3.940574557407449,0.41588784724158806,97,0.9769257683228242,0.9692684475948229,0.9718111861580224,0.965341431201543,0.9702270835203733,0.9707147833595172,0.003767786750917201,105,-2.3776430175100174,-2.6737003899802723,-2.8062166064553606,-3.225263126766063,-2.837480036475645,-2.7840606354374717,0.27399227060367154,107
