mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svr__estimator__C,param_svr__estimator__epsilon,param_svr__estimator__kernel,param_svr__estimator__gamma,param_svr__estimator__coef0,param_svr__estimator__degree,params,split0_test_MEE,split1_test_MEE,split2_test_MEE,split3_test_MEE,split4_test_MEE,mean_test_MEE,std_test_MEE,rank_test_MEE,split0_test_R2,split1_test_R2,split2_test_R2,split3_test_R2,split4_test_R2,mean_test_R2,std_test_R2,rank_test_R2,split0_test_RMSE,split1_test_RMSE,split2_test_RMSE,split3_test_RMSE,split4_test_RMSE,mean_test_RMSE,std_test_RMSE,rank_test_RMSE
1.7209196090698242,0.15509143061290248,0.01323556900024414,0.0030457219732255847,100,0.1,linear,,,,"{'svr__estimator__C': 100, 'svr__estimator__epsilon': 0.1, 'svr__estimator__kernel': 'linear'}",-5.471493853933104,-6.334063459014962,-6.5258892481010635,-5.931951069249608,-6.003559591829115,-6.05339144442557,0.3627304063154462,10,0.9633961709901341,0.9536329737335604,0.9558719827864696,0.9603219265112614,0.9574034199556597,0.958125294795417,0.003417215052402484,10,-4.022473382107161,-4.7271583392055865,-5.026291742207931,-4.549582597309701,-4.493817040632884,-4.5638646202926525,0.3282434444432855,12
1.4533107280731201,0.10470196761780379,0.009792613983154296,0.002209594428723658,100,1,linear,,,,"{'svr__estimator__C': 100, 'svr__estimator__epsilon': 1, 'svr__estimator__kernel': 'linear'}",-5.511278597078286,-6.283828016702651,-6.481857771268508,-5.916040773039637,-5.999924961568958,-6.038586023931608,0.3320236785770789,7,0.9635020091986991,0.9550151291189058,0.9575751138628253,0.9611729795491768,0.958016860656226,0.9590564184771665,0.002961420981071885,8,-3.9726335248842095,-4.650263465575371,-4.92727730630292,-4.4880906542487375,-4.426642306265668,-4.492981451455381,0.31258192150926806,8
0.15213479995727539,0.03686675266677767,0.05653643608093262,0.006561335049506005,0.1,0.01,rbf,0.001,,,"{'svr__estimator__C': 0.1, 'svr__estimator__epsilon': 0.01, 'svr__estimator__gamma': 0.001, 'svr__estimator__kernel': 'rbf'}",-35.99928020366893,-38.610472892597535,-41.414180650413144,-39.09688014105989,-36.97860203017281,-38.41988318358246,1.8653191033721235,210,-0.09638348628387505,-0.12367614608913675,-0.17892953790783772,-0.11956600592856541,-0.10333789760684246,-0.12437861476325147,0.029071968901308226,210,-23.82503321200666,-25.60423367753919,-27.10199337073427,-26.076928456650325,-24.507457666281883,-25.423129276642463,1.1550932731220107,210
0.1106369972229004,0.008034190273705302,0.03842763900756836,0.002493102975858189,0.1,0.01,rbf,0.0001,,,"{'svr__estimator__C': 0.1, 'svr__estimator__epsilon': 0.01, 'svr__estimator__gamma': 0.0001, 'svr__estimator__kernel': 'rbf'}",-36.260585189577895,-38.89977587075241,-41.89266630917598,-39.46680901822245,-37.312409120304885,-38.766449101606725,1.9326199979254897,262,-0.1149054694569976,-0.14730639399824685,-0.2131290197973704,-0.14634180805413718,-0.1285994919330223,-0.15005643664795487,0.03375056419162377,278,-24.0232843909516,-25.80311912589597,-27.42381135603973,-26.352472215043452,-24.747128359901957,-25.66996308956654,1.1935415914771086,278
0.09586257934570312,0.003922753277470842,0.04290437698364258,0.0052970432424531266,0.1,0.1,rbf,0.001,,,"{'svr__estimator__C': 0.1, 'svr__estimator__epsilon': 0.1, 'svr__estimator__gamma': 0.001, 'svr__estimator__kernel': 'rbf'}",-35.99943158308345,-38.59995083925782,-41.41247981650514,-39.09628624390615,-36.98114333794024,-38.41785836413856,1.8640878660805535,209,-0.0963611000804248,-0.12289986427807002,-0.17882880282269767,-0.1195068749761573,-0.10357227701803622,-0.12423378383507719,0.029012147354655553,209,-23.824668049346933,-25.590168871521385,-27.09978708643332,-26.076046176767143,-24.51084347031888,-25.42030273087753,1.1534893026500255,209
0.12181973457336426,0.00550217834046779,0.047888994216918945,0.00408522978312741,0.1,0.1,rbf,0.0001,,,"{'svr__estimator__C': 0.1, 'svr__estimator__epsilon': 0.1, 'svr__estimator__gamma': 0.0001, 'svr__estimator__kernel': 'rbf'}",-36.26058520722283,-38.897360933490816,-41.88358270970609,-39.46289262475394,-37.31153771706827,-38.763191838448385,1.9294953415141238,257,-0.11490482621678814,-0.14681718273154373,-0.21256086682767025,-0.14597063713469968,-0.12855044153989348,-0.14976079089011907,0.033560979798302235,276,-24.023283070541684,-25.79934398798941,-27.413435416889225,-26.34772148500974,-24.745739406269774,-25.66590467333997,1.1900801455130179,276
0.11007919311523437,0.006014084372835305,0.05395669937133789,0.011950350059365098,0.1,1,rbf,0.001,,,"{'svr__estimator__C': 0.1, 'svr__estimator__epsilon': 1, 'svr__estimator__gamma': 0.001, 'svr__estimator__kernel': 'rbf'}",-35.98501917356615,-38.534543525866795,-41.35091941510741,-39.09556651131144,-37.01984758352123,-38.39717924187461,1.8410189259125933,202,-0.09446387895058683,-0.11822115674889071,-0.17421529594677063,-0.1200156375837923,-0.10702142693421797,-0.12278747923285169,0.02729157187539111,203,-23.85565615740094,-25.504618430566065,-27.03103356823051,-26.089445844107377,-24.57440520416617,-25.41103184089421,1.11467907957221,205
0.11348085403442383,0.01551669265199002,0.05091228485107422,0.006286954365661788,0.1,1,rbf,0.0001,,,"{'svr__estimator__C': 0.1, 'svr__estimator__epsilon': 1, 'svr__estimator__gamma': 0.0001, 'svr__estimator__kernel': 'rbf'}",-36.26232268401016,-38.83006900903463,-41.82604605305439,-39.44273838041657,-37.3094186222511,-38.73411894975337,1.9084501002669219,247,-0.11555010191048742,-0.13979709735134915,-0.20721975462914877,-0.144166729919514,-0.12823842919709638,-0.14699442260151913,0.03170936942547432,244,-24.04158566688226,-25.702534999073062,-27.354595908691618,-26.327073355989995,-24.764331717893505,-25.638024329706088,1.160820688733663,240
0.13883538246154786,0.005333908722344379,0.056870031356811526,0.0062271656516846,1,0.01,rbf,0.001,,,"{'svr__estimator__C': 1, 'svr__estimator__epsilon': 0.01, 'svr__estimator__gamma': 0.001, 'svr__estimator__kernel': 'rbf'}",-33.358580153935044,-35.75692760888539,-37.35737762046317,-35.92098272535098,-34.18508653102403,-35.31579092793172,1.4027188851015684,146,0.07531508034510097,0.05149098182701032,0.04751924830823465,0.0673925371710435,0.07630174850043141,0.06360391923036417,0.01198482106615117,147,-22.06722732672875,-23.65336938384254,-24.46109907036023,-23.941813774737223,-22.628613151089407,-23.350424541351632,0.8766665828093273,147
0.13492836952209472,0.006411843171635112,0.05957784652709961,0.01141054918156963,1,0.01,rbf,0.0001,,,"{'svr__estimator__C': 1, 'svr__estimator__epsilon': 0.01, 'svr__estimator__gamma': 0.0001, 'svr__estimator__kernel': 'rbf'}",-35.99216380834433,-38.60136790506722,-41.39419730396321,-39.084810861592004,-36.96874716647203,-38.40825740908777,1.8612120416390292,208,-0.09591425505263651,-0.12296726368237731,-0.17756010970540462,-0.1187257511735275,-0.10260179686980808,-0.12355383529675079,0.02878633859447027,208,-23.819747902330946,-25.59724695801109,-27.088098844132272,-26.067583919427594,-24.50000016381374,-25.414535557543125,1.1524228689713636,208
0.1371318817138672,0.007605221084015172,0.05431838035583496,0.005779039686938531,1,0.1,rbf,0.001,,,"{'svr__estimator__C': 1, 'svr__estimator__epsilon': 0.1, 'svr__estimator__gamma': 0.001, 'svr__estimator__kernel': 'rbf'}",-33.3587783607161,-35.747767847024775,-37.36546953430922,-35.92029408514453,-34.18931010078514,-35.31632398559596,1.403714097426348,147,0.07521931083540605,0.05210261023305818,0.04751875619435797,0.06774167114358032,0.07573710383975696,0.0636638904492319,0.011749443200512582,146,-22.063940542410368,-23.642357815611067,-24.467490044006517,-23.935797459319367,-22.63544281414291,-23.349005735098043,0.876578771320622,146
0.1324409008026123,0.003824695670475023,0.046268129348754884,0.0032996493144561313,1,0.1,rbf,0.0001,,,"{'svr__estimator__C': 1, 'svr__estimator__epsilon': 0.1, 'svr__estimator__gamma': 0.0001, 'svr__estimator__kernel': 'rbf'}",-35.99231726855653,-38.590793818700256,-41.392278201607006,-39.08438669740218,-36.97181697302521,-38.40631859185824,1.859836527195997,207,-0.09589123981235455,-0.12219417608950811,-0.17744260437669768,-0.1186804795093455,-0.10288394012094597,-0.12341848798177035,0.02871226171438277,207,-23.81937239546903,-25.583153970746668,-27.085632008635294,-26.06690217404748,-24.504184640187205,-25.411849037817138,1.150636861905724,206
0.10259299278259278,0.008409125800085154,0.042253303527832034,0.0033963967548674093,1,1,rbf,0.001,,,"{'svr__estimator__C': 1, 'svr__estimator__epsilon': 1, 'svr__estimator__gamma': 0.001, 'svr__estimator__kernel': 'rbf'}",-33.362296085310035,-35.73055758014885,-37.27624944527725,-35.86281149629052,-34.163971767838596,-35.279177274973044,1.3748299644700712,145,0.07349417282465875,0.05206276239793117,0.05010712848835456,0.06871061349537493,0.07514587896610636,0.06390411123448515,0.010696011987511654,145,-22.06895958514656,-23.617598885349466,-24.38387883271704,-23.87819414058499,-22.58921620846097,-23.307569530451808,0.8520984042415433,145
0.0990023136138916,0.003353993192134204,0.042202425003051755,0.001761035677385499,1,1,rbf,0.0001,,,"{'svr__estimator__C': 1, 'svr__estimator__epsilon': 1, 'svr__estimator__gamma': 0.0001, 'svr__estimator__kernel': 'rbf'}",-35.976858209990965,-38.52557734295304,-41.331179752588014,-39.083936642938106,-37.010049331165376,-38.3855202559271,1.837274308530898,201,-0.09387373462853206,-0.1175739194645838,-0.17289999698068556,-0.11921501898549947,-0.1062820329515601,-0.1219689406021722,0.02704179161683645,201,-23.84940008379238,-25.498170301352673,-27.017123943733143,-26.080936954664782,-24.566950453653035,-25.4025163474392,1.1123580700908002,201
0.10026335716247559,0.0044251944075059954,0.05132026672363281,0.0029883467882770133,10,0.01,rbf,0.001,,,"{'svr__estimator__C': 10, 'svr__estimator__epsilon': 0.01, 'svr__estimator__gamma': 0.001, 'svr__estimator__kernel': 'rbf'}",-20.26258961918597,-22.404436700771548,-21.53006316129724,-21.589931497950566,-20.510661896115224,-21.25953657506411,0.78075069700622,85,0.6352196643858214,0.6123086413216184,0.6413489374583342,0.6472060241990715,0.6461721328473881,0.6364510800424468,0.01279476791992156,85,-14.43654724785428,-15.770334291365975,-15.49303702421476,-15.200492016601121,-14.496337125565235,-15.079349541120274,0.5322351027555648,87
0.11273698806762696,0.008951259496558105,0.05197134017944336,0.005574569205387299,10,0.01,rbf,0.0001,,,"{'svr__estimator__C': 10, 'svr__estimator__epsilon': 0.01, 'svr__estimator__gamma': 0.0001, 'svr__estimator__kernel': 'rbf'}",-33.282554781353106,-35.687098482936946,-37.24417474649437,-35.83645422908427,-34.12635112774168,-35.235326673522074,1.3888173033273155,144,0.07914470494069155,0.05487348866519729,0.052485655356547256,0.071041037933441,0.07929104004560528,0.06736718538829647,0.011592565402996623,144,-22.01293882860613,-23.60499564787925,-24.389088556179153,-23.884625365823446,-22.590217576995684,-23.29637319509673,0.8696177120018287,144
0.1187511920928955,0.004517903689973509,0.04327821731567383,0.002296124663112281,10,0.1,rbf,0.001,,,"{'svr__estimator__C': 10, 'svr__estimator__epsilon': 0.1, 'svr__estimator__gamma': 0.001, 'svr__estimator__kernel': 'rbf'}",-20.27911635519019,-22.40299076039666,-21.529032687477844,-21.584226315875135,-20.493292322260665,-21.257731688240096,0.7789578718721915,84,0.6347332747167087,0.611873511057836,0.6414144589271423,0.647872217864396,0.6470010919472932,0.6365789109026753,0.013215947328736597,83,-14.447122312007542,-15.772219079790995,-15.501933149195755,-15.183899496956805,-14.480698397862392,-15.077174487162699,0.5343494367835023,86
0.1074605941772461,0.00527765088402532,0.04461436271667481,0.002616778897689743,10,0.1,rbf,0.0001,,,"{'svr__estimator__C': 10, 'svr__estimator__epsilon': 0.1, 'svr__estimator__gamma': 0.0001, 'svr__estimator__kernel': 'rbf'}",-33.28806338722173,-35.678643656691214,-37.23778498859527,-35.82590861578005,-34.1353123704341,-35.23314260374447,1.3825337756496614,143,0.07853773672386304,0.055462524868159356,0.052757836791079815,0.07194861208466512,0.07844914404707821,0.0674311709029691,0.011168831928486908,143,-22.013808006331328,-23.595938100214674,-24.38649494721331,-23.870874936705206,-22.603212454469563,-23.294065688986812,0.864126781298279,143
0.09758334159851074,0.005192535996893841,0.04033656120300293,0.003959618317421507,10,1,rbf,0.001,,,"{'svr__estimator__C': 10, 'svr__estimator__epsilon': 1, 'svr__estimator__gamma': 0.001, 'svr__estimator__kernel': 'rbf'}",-20.28785892367753,-22.36196351226478,-21.540828825398783,-21.529395330341224,-20.56074468801733,-21.25615825593993,0.7482920184219157,83,0.6352797493204396,0.613105398035675,0.6415981764904481,0.648994792216874,0.6436695739849534,0.636529538009678,0.012508445766892232,84,-14.451424385942795,-15.72512742187522,-15.458457945480191,-15.1351434037077,-14.505202417170802,-15.055071114835343,0.5069226606023532,84
0.0960007667541504,0.004125695252712786,0.03676419258117676,0.0011629275205273493,10,1,rbf,0.0001,,,"{'svr__estimator__C': 10, 'svr__estimator__epsilon': 1, 'svr__estimator__gamma': 0.0001, 'svr__estimator__kernel': 'rbf'}",-33.29276952816382,-35.65319661612249,-37.142462233321254,-35.776396088407694,-34.099900784604586,-35.19294505012397,1.3533866148518887,140,0.07716246281946952,0.055889304381560735,0.055805724942167324,0.07252909864574879,0.07814742254502072,0.06790680266679341,0.010027557106317168,142,-22.02012344003946,-23.564007554859216,-24.302326072804007,-23.823492617584694,-22.550112489183483,-23.25201243489417,0.8411068090917122,138
0.14488911628723145,0.05955282776896599,0.039791107177734375,0.0012195427509184061,100,0.01,rbf,0.001,,,"{'svr__estimator__C': 100, 'svr__estimator__epsilon': 0.01, 'svr__estimator__gamma': 0.001, 'svr__estimator__kernel': 'rbf'}",-7.554808602708301,-8.309534358957626,-8.432738717617497,-8.151777600312675,-7.855041585452108,-8.060780173009642,0.31838590800240596,31,0.9394631959179268,0.9342140101950749,0.9374521805983603,0.9390646474446384,0.9388222293186747,0.9378032526949349,0.0019178506155412074,33,-5.725549496643378,-6.196644711713188,-6.415926500676994,-6.242624468126127,-5.8463686321997,-6.085422761871877,0.2580585452487305,32
0.10067930221557617,0.004309249075622403,0.04192242622375488,0.0012836559973293817,100,0.01,rbf,0.0001,,,"{'svr__estimator__C': 100, 'svr__estimator__epsilon': 0.01, 'svr__estimator__gamma': 0.0001, 'svr__estimator__kernel': 'rbf'}",-20.254065996971427,-22.35191781825327,-21.5563158480821,-21.594048023937265,-20.47660148518778,-21.246589834486365,0.7767101099771466,82,0.6359031304947341,0.612813807436301,0.6408704482951051,0.6470458641020088,0.6470186196524192,0.6367303739961137,0.012665575690279584,82,-14.401020241133299,-15.736041953947435,-15.4906934097708,-15.193238781486684,-14.465224971021739,-15.057243871471991,0.5381924908578553,85
0.10846014022827148,0.005113159940603267,0.04160780906677246,0.005695057966900799,100,0.1,rbf,0.001,,,"{'svr__estimator__C': 100, 'svr__estimator__epsilon': 0.1, 'svr__estimator__gamma': 0.001, 'svr__estimator__kernel': 'rbf'}",-7.566164275309011,-8.322578246763122,-8.421886627822966,-8.143736454727168,-7.87604324310634,-8.066081769545722,0.31127156397731526,32,0.9394435883244503,0.9343557033765056,0.9374880903980136,0.9392431382430629,0.9386411362441319,0.9378343313172328,0.0018679461653786325,32,-5.73319331177983,-6.202587371859696,-6.411670143940392,-6.23655600520812,-5.862275050055012,-6.089256376568611,0.25171140664440406,33
0.10991315841674805,0.03593517466499799,0.03915081024169922,0.002896948812156615,100,0.1,rbf,0.0001,,,"{'svr__estimator__C': 100, 'svr__estimator__epsilon': 0.1, 'svr__estimator__gamma': 0.0001, 'svr__estimator__kernel': 'rbf'}",-20.256275175198937,-22.355247727333666,-21.542671199836736,-21.5692524560437,-20.4787076793098,-21.240430847544566,0.7734434858046249,81,0.6361472107766569,0.6132578068264208,0.6412348978901239,0.6479321592679593,0.6473518824040614,0.6371847914330445,0.012718932207458978,80,-14.408689224999382,-15.738525433258081,-15.477776077937248,-15.167152122388286,-14.458802525928428,-15.050189076902285,0.5350846754689969,80
0.09361457824707031,0.00951385668209278,0.032089948654174805,0.004471440698044398,100,1,rbf,0.001,,,"{'svr__estimator__C': 100, 'svr__estimator__epsilon': 1, 'svr__estimator__gamma': 0.001, 'svr__estimator__kernel': 'rbf'}",-7.548226246346921,-8.339322467658942,-8.543000335485177,-8.126422523497087,-7.924291934535307,-8.096252701504687,0.34335989246677806,33,0.9403661361584715,0.9357725466580296,0.9372372445762428,0.9401614649228515,0.9389998731273638,0.938507453088592,0.0017621622085090417,31,-5.665286637668231,-6.171130428105599,-6.452798117238647,-6.174276270588952,-5.8324951269895395,-6.059197316118193,0.278299580709912,31
0.11334595680236817,0.020707730898067638,0.03577723503112793,0.002452970978445915,100,1,rbf,0.0001,,,"{'svr__estimator__C': 100, 'svr__estimator__epsilon': 1, 'svr__estimator__gamma': 0.0001, 'svr__estimator__kernel': 'rbf'}",-20.24662032414169,-22.368043961040193,-21.61006536321018,-21.544292434942918,-20.577471594953654,-21.269298735657728,0.7646542258297574,87,0.6375089753681039,0.6130884426004607,0.6400633721074603,0.64796540596652,0.6431805686289559,0.6363613529343002,0.012147477829415916,87,-14.409381440588342,-15.724772792967524,-15.47729226357412,-15.147457081361287,-14.509029080001907,-15.053586531698636,0.5196868753865297,83
0.09445338249206543,0.013667720831019137,0.013199090957641602,0.0008059793438119019,0.1,0.01,poly,0.001,0,2,"{'svr__estimator__C': 0.1, 'svr__estimator__coef0': 0, 'svr__estimator__degree': 2, 'svr__estimator__epsilon': 0.01, 'svr__estimator__gamma': 0.001, 'svr__estimator__kernel': 'poly'}",-36.28684930485677,-38.924493333643916,-41.9267422882153,-39.49862522834472,-37.34183289793737,-38.79570861059962,1.9350544576645394,291,-0.11686746333184465,-0.14934113992890494,-0.2155966360564098,-0.14865461927698273,-0.1308051148035466,-0.15225299467953773,0.03389982739319417,291,-24.043095755895717,-25.817359685877765,-27.443279900277414,-26.37432866757289,-24.766985009805424,-25.689009803885845,1.19354614343113,291
0.0823326587677002,0.002429783568826162,0.014687585830688476,0.0012727865335378276,0.1,0.01,poly,0.0001,0,2,"{'svr__estimator__C': 0.1, 'svr__estimator__coef0': 0, 'svr__estimator__degree': 2, 'svr__estimator__epsilon': 0.01, 'svr__estimator__gamma': 0.0001, 'svr__estimator__kernel': 'poly'}",-36.29181237308597,-38.929291554763644,-41.9379027045988,-39.50642890550725,-37.34790489861098,-38.80266808731333,1.9370978937591619,316,-0.11727194278995001,-0.14981327991916427,-0.21648140753878842,-0.1492732695316882,-0.13131156569448085,-0.15283029309481436,0.034060742976112175,316,-24.047397106808383,-25.820249079486842,-27.44972561718581,-26.380151458165937,-24.771422907225876,-25.693789233774574,1.1943001678241159,316
0.09499311447143555,0.009795553580416665,0.013231563568115234,0.0008429911780886013,0.1,0.1,poly,0.001,0,2,"{'svr__estimator__C': 0.1, 'svr__estimator__coef0': 0, 'svr__estimator__degree': 2, 'svr__estimator__epsilon': 0.1, 'svr__estimator__gamma': 0.001, 'svr__estimator__kernel': 'poly'}",-36.28684952930445,-38.9213593019026,-41.9225399315291,-39.497509654419254,-37.34364035852384,-38.79437975513584,1.93330050328842,288,-0.11686713756881802,-0.14874967233945516,-0.21537533390770514,-0.1485059977557238,-0.13099485214849635,-0.1520985987440397,0.03380736984684637,287,-24.043095087737406,-25.81257821781199,-27.438172649290543,-26.37292887271335,-24.768433638596818,-25.68704169323002,1.1915587662389835,288
0.09138202667236328,0.009674112223687819,0.01387782096862793,0.0026689151120794967,0.1,0.1,poly,0.0001,0,2,"{'svr__estimator__C': 0.1, 'svr__estimator__coef0': 0, 'svr__estimator__degree': 2, 'svr__estimator__epsilon': 0.1, 'svr__estimator__gamma': 0.0001, 'svr__estimator__kernel': 'poly'}",-36.29181237507878,-38.92609069049968,-41.93570836884554,-39.50591899011495,-37.3502123520084,-38.801948555309465,1.9359626989702856,303,-0.11727193947918213,-0.14920493083963246,-0.21639918196785887,-0.1491703996980045,-0.13154561328756423,-0.15271841305444844,0.0340144475902377,302,-24.047397100019026,-25.8153783502813,-27.446817605509562,-26.379491630309257,-24.773415632822005,-25.69250006378823,1.1929598883114547,302
0.08681902885437012,0.0035066253650237944,0.016164636611938475,0.003609568991645704,0.1,1,poly,0.001,0,2,"{'svr__estimator__C': 0.1, 'svr__estimator__coef0': 0, 'svr__estimator__degree': 2, 'svr__estimator__epsilon': 1, 'svr__estimator__gamma': 0.001, 'svr__estimator__kernel': 'poly'}",-36.28847187069268,-38.85938814208307,-41.86867338851609,-39.47262682646428,-37.3336769396524,-38.7645674334817,1.9143829132253052,260,-0.1175216550771893,-0.1419190688991531,-0.21018254912893908,-0.14614019292749822,-0.12993335579542822,-0.14913936436564157,0.032112142276195264,257,-24.05801913682688,-25.72257079400537,-27.38416922684438,-26.343799265179126,-24.776854109668434,-25.65708250650484,1.1653757207750715,255
