loss,binary_accuracy,val_loss,val_binary_accuracy
"[0.47329041361808777, 0.42282789945602417, 0.399440735578537, 0.3772945702075958, 0.3570612370967865, 0.3422047793865204, 0.3294488191604614, 0.3137734830379486, 0.2996354103088379, 0.28531360626220703, 0.26789548993110657, 0.2513178288936615, 0.23286761343479156, 0.22390787303447723, 0.20969608426094055, 0.20503269135951996, 0.19601887464523315, 0.18915511667728424, 0.18282976746559143, 0.1832924783229828, 0.17635412514209747, 0.18234990537166595, 0.1764994114637375, 0.16850274801254272, 0.17849111557006836, 0.17018857598304749, 0.16966308653354645, 0.16258704662322998, 0.16316412389278412, 0.16780917346477509, 0.16434605419635773, 0.16383783519268036, 0.16014011204242706, 0.15469136834144592, 0.163212850689888, 0.1540045142173767, 0.159006267786026, 0.16253387928009033, 0.14606250822544098, 0.14801040291786194, 0.14736215770244598, 0.15407609939575195, 0.15156243741512299, 0.15335427224636078, 0.14655765891075134]","[0.4444444477558136, 0.4545454680919647, 0.5353535413742065, 0.49494948983192444, 0.5353535413742065, 0.5454545617103577, 0.5555555820465088, 0.6060606241226196, 0.747474730014801, 0.6767676472663879, 0.7979797720909119, 0.808080792427063, 0.8181818127632141, 0.808080792427063, 0.868686854839325, 0.8383838534355164, 0.8383838534355164, 0.8383838534355164, 0.8383838534355164, 0.8282828330993652, 0.8585858345031738, 0.8383838534355164, 0.8383838534355164, 0.8383838534355164, 0.808080792427063, 0.8282828330993652, 0.8484848737716675, 0.8484848737716675, 0.8383838534355164, 0.8484848737716675, 0.8787878751754761, 0.8484848737716675, 0.8585858345031738, 0.8585858345031738, 0.8484848737716675, 0.868686854839325, 0.868686854839325, 0.8383838534355164, 0.8585858345031738, 0.8585858345031738, 0.8484848737716675, 0.8787878751754761, 0.8383838534355164, 0.8383838534355164, 0.8585858345031738]","[0.44117724895477295, 0.40763619542121887, 0.38963496685028076, 0.3743746876716614, 0.36170142889022827, 0.34974777698516846, 0.3372146189212799, 0.31817877292633057, 0.3091569244861603, 0.2912806570529938, 0.2795768678188324, 0.2597765326499939, 0.2682982385158539, 0.24009689688682556, 0.24959862232208252, 0.224141463637352, 0.2170005440711975, 0.22502799332141876, 0.20376569032669067, 0.20714811980724335, 0.2205674946308136, 0.2058635950088501, 0.19845739006996155, 0.20340053737163544, 0.20003968477249146, 0.19251732528209686, 0.1981305629014969, 0.1971082091331482, 0.1787225604057312, 0.18014252185821533, 0.17680740356445312, 0.17119748890399933, 0.1877274066209793, 0.1885337233543396, 0.17456461489200592, 0.1728908121585846, 0.17572160065174103, 0.17548781633377075, 0.16481967270374298, 0.1725214421749115, 0.1669834554195404, 0.16723424196243286, 0.1536441147327423, 0.16427680850028992, 0.15721388161182404]","[0.4000000059604645, 0.47999998927116394, 0.4399999976158142, 0.4399999976158142, 0.4399999976158142, 0.4399999976158142, 0.47999998927116394, 0.47999998927116394, 0.5199999809265137, 0.6800000071525574, 0.7599999904632568, 0.8399999737739563, 0.7200000286102295, 0.8399999737739563, 0.7599999904632568, 0.800000011920929, 0.800000011920929, 0.8799999952316284, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.8799999952316284, 0.8799999952316284, 0.7599999904632568, 0.800000011920929, 0.8399999737739563, 0.8399999737739563, 0.8399999737739563, 0.800000011920929, 0.8799999952316284, 0.800000011920929, 0.8799999952316284, 0.8799999952316284, 0.7599999904632568, 0.8399999737739563, 0.8799999952316284, 0.8399999737739563, 0.8399999737739563, 0.8399999737739563, 0.7599999904632568, 0.7599999904632568, 0.8399999737739563, 0.8399999737739563, 0.8799999952316284, 0.800000011920929]"
"[0.4286225736141205, 0.39279410243034363, 0.36711880564689636, 0.3406234085559845, 0.31742212176322937, 0.2976634204387665, 0.2814359962940216, 0.2665632367134094, 0.2539456784725189, 0.25546324253082275, 0.24182699620723724, 0.22999967634677887, 0.22338952124118805, 0.21669238805770874, 0.21064627170562744, 0.2056616246700287, 0.20580823719501495, 0.19203343987464905, 0.19452066719532013, 0.19496548175811768, 0.18701985478401184, 0.18681691586971283, 0.18603922426700592, 0.18236233294010162, 0.17434187233448029, 0.17316444218158722, 0.16815581917762756, 0.16779248416423798, 0.16443763673305511, 0.16157154738903046, 0.16350245475769043, 0.1621306985616684, 0.15585368871688843, 0.1542886197566986, 0.15202036499977112, 0.14895404875278473, 0.14517468214035034, 0.14657528698444366, 0.1447136253118515, 0.1409364938735962, 0.1373807191848755, 0.14052453637123108, 0.13482806086540222, 0.13615669310092926, 0.13564203679561615, 0.13856182992458344, 0.12739594280719757, 0.13768763840198517, 0.13263772428035736, 0.12269819527864456, 0.12705394625663757, 0.12122584879398346, 0.1136033907532692, 0.11585323512554169, 0.10706550627946854, 0.11048303544521332, 0.10792267322540283, 0.10180512815713882, 0.09805787354707718, 0.1017451211810112, 0.09652574360370636, 0.0967629924416542, 0.09308556467294693, 0.09059520065784454, 0.09000830352306366, 0.0873866155743599, 0.08828867971897125, 0.08630263060331345, 0.08652357012033463, 0.08439469337463379, 0.08680850267410278, 0.08351977169513702, 0.08191780000925064, 0.08289899677038193, 0.08279888331890106, 0.08160500228404999, 0.07919909060001373, 0.08177797496318817, 0.07993640005588531, 0.07842043042182922, 0.07717249542474747, 0.07631988823413849, 0.07873965054750443, 0.07587075233459473, 0.07390793412923813, 0.0748041644692421, 0.07391209900379181, 0.07286525517702103, 0.07319191843271255, 0.07188738882541656, 0.06941751390695572, 0.06934144347906113, 0.07054126262664795, 0.06923370808362961, 0.06910896301269531, 0.07014178484678268, 0.06740307807922363, 0.06820749491453171, 0.06760068237781525, 0.0702843889594078, 0.06866413354873657, 0.0676155835390091, 0.06544823944568634, 0.06647293269634247, 0.06567474454641342, 0.06652095168828964, 0.06460142880678177, 0.06460723280906677, 0.066035695374012, 0.06507176905870438, 0.06478652358055115, 0.06361689418554306, 0.06341750174760818, 0.06268839538097382, 0.06302744150161743, 0.06288490444421768, 0.06890716403722763, 0.06635098159313202, 0.06333312392234802, 0.06471780687570572]","[0.6161616444587708, 0.7070707082748413, 0.7373737096786499, 0.7878788113594055, 0.7979797720909119, 0.8181818127632141, 0.8282828330993652, 0.808080792427063, 0.8383838534355164, 0.6969696879386902, 0.8282828330993652, 0.7878788113594055, 0.8181818127632141, 0.8383838534355164, 0.7979797720909119, 0.808080792427063, 0.8282828330993652, 0.8585858345031738, 0.868686854839325, 0.8282828330993652, 0.8484848737716675, 0.8181818127632141, 0.8383838534355164, 0.868686854839325, 0.8888888955116272, 0.868686854839325, 0.8888888955116272, 0.9090909361839294, 0.9090909361839294, 0.9090909361839294, 0.9191918969154358, 0.8989899158477783, 0.9090909361839294, 0.9090909361839294, 0.9090909361839294, 0.9191918969154358, 0.9191918969154358, 0.9191918969154358, 0.9191918969154358, 0.9191918969154358, 0.9191918969154358, 0.9191918969154358, 0.9191918969154358, 0.9191918969154358, 0.9191918969154358, 0.9292929172515869, 0.9191918969154358, 0.9595959782600403, 0.939393937587738, 0.9494949579238892, 0.9595959782600403, 0.9797979593276978, 0.9797979593276978, 0.9595959782600403, 0.9898989796638489, 0.9696969985961914, 0.9797979593276978, 0.9898989796638489, 1.0, 1.0, 1.0, 0.9898989796638489, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.3854949176311493, 0.3551088273525238, 0.33270445466041565, 0.30631622672080994, 0.2879057824611664, 0.2759554982185364, 0.26027825474739075, 0.23855715990066528, 0.263268381357193, 0.22752957046031952, 0.20838600397109985, 0.20587587356567383, 0.1943427473306656, 0.18972888588905334, 0.1935345083475113, 0.18971799314022064, 0.17963895201683044, 0.1738942265510559, 0.17823418974876404, 0.1668381690979004, 0.16138538718223572, 0.16285370290279388, 0.15650612115859985, 0.1580178439617157, 0.1411297768354416, 0.13937559723854065, 0.13511958718299866, 0.13373097777366638, 0.1302284598350525, 0.13304704427719116, 0.12924230098724365, 0.12976272404193878, 0.11856623739004135, 0.11940465867519379, 0.1247090995311737, 0.11643309891223907, 0.11114849150180817, 0.11643756181001663, 0.11279452592134476, 0.11039130389690399, 0.11718843132257462, 0.11406295746564865, 0.11536336690187454, 0.12318990379571915, 0.129974827170372, 0.11897554993629456, 0.11935815960168839, 0.11188264936208725, 0.11645998805761337, 0.11393815279006958, 0.12696301937103271, 0.10546425729990005, 0.0999889075756073, 0.10952267795801163, 0.0979260504245758, 0.1000509262084961, 0.0943407267332077, 0.10191136598587036, 0.09574119746685028, 0.08983547240495682, 0.0894910991191864, 0.09089044481515884, 0.0909322202205658, 0.08858609944581985, 0.08871724456548691, 0.08832640945911407, 0.08649058640003204, 0.08863081783056259, 0.0858568400144577, 0.09257365018129349, 0.08285195380449295, 0.08321633189916611, 0.08337463438510895, 0.08367026597261429, 0.08281343430280685, 0.07845037430524826, 0.10145889967679977, 0.07839072495698929, 0.08068739622831345, 0.08162114024162292, 0.07949330657720566, 0.08241484314203262, 0.07507774233818054, 0.07806463539600372, 0.07953096181154251, 0.07642785459756851, 0.075373075902462, 0.0739651471376419, 0.07708336412906647, 0.07180429250001907, 0.07349596917629242, 0.07247793674468994, 0.07356680184602737, 0.06874717026948929, 0.07162948697805405, 0.06807760894298553, 0.06919465214014053, 0.07179632037878036, 0.06688334792852402, 0.07176598161458969, 0.07325584441423416, 0.06804212927818298, 0.07176262885332108, 0.06839775294065475, 0.07199544459581375, 0.06791773438453674, 0.06778506934642792, 0.06548739969730377, 0.06589412689208984, 0.06909483671188354, 0.06564521044492722, 0.06530790030956268, 0.0633864477276802, 0.06450564414262772, 0.06473974883556366, 0.06354013085365295, 0.08596652001142502, 0.06740180402994156, 0.0641184151172638, 0.06427079439163208]","[0.7200000286102295, 0.8799999952316284, 0.8399999737739563, 0.8799999952316284, 0.8399999737739563, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.7599999904632568, 0.800000011920929, 0.9200000166893005, 0.800000011920929, 0.8799999952316284, 0.800000011920929, 0.8799999952316284, 0.800000011920929, 0.9200000166893005, 0.8799999952316284, 0.800000011920929, 0.9599999785423279, 0.9599999785423279, 0.8799999952316284, 0.9200000166893005, 0.8799999952316284, 1.0, 1.0, 1.0, 0.9599999785423279, 1.0, 0.9599999785423279, 1.0, 0.9599999785423279, 1.0, 1.0, 0.9599999785423279, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9599999785423279, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"[0.43023988604545593, 0.3906641900539398, 0.36039552092552185, 0.3324815034866333, 0.30582544207572937, 0.2810676097869873, 0.2664685547351837, 0.24983526766300201, 0.23722873628139496, 0.22784806787967682, 0.21990357339382172, 0.21243096888065338, 0.20255285501480103, 0.20085908472537994, 0.1887563019990921, 0.18408790230751038, 0.18022851645946503, 0.17799627780914307, 0.17486929893493652, 0.17815999686717987, 0.174088716506958, 0.17166343331336975, 0.17203086614608765, 0.16612794995307922, 0.1648021638393402, 0.16549129784107208, 0.16132299602031708, 0.16258561611175537, 0.15582621097564697, 0.15285585820674896, 0.15961427986621857, 0.15622562170028687, 0.1511513739824295, 0.15164805948734283, 0.15575353801250458, 0.15331411361694336, 0.15789365768432617, 0.16615763306617737, 0.14750567078590393, 0.14715790748596191, 0.14392462372779846, 0.14154784381389618, 0.14011703431606293, 0.16252513229846954, 0.15583385527133942, 0.1481219083070755, 0.14182277023792267, 0.13685016334056854, 0.13522203266620636, 0.1369592249393463, 0.13514667749404907, 0.13236011564731598, 0.13023395836353302, 0.12793490290641785, 0.12631669640541077, 0.1431628316640854, 0.12428830564022064, 0.1239129826426506, 0.1232972964644432, 0.12016928195953369, 0.12038489431142807, 0.1167052760720253, 0.10967054963111877, 0.10775261372327805, 0.10498983412981033, 0.10241099447011948, 0.1046372801065445, 0.10337826609611511, 0.09775511175394058, 0.09261462837457657, 0.09190727025270462, 0.09092343598604202, 0.09024806320667267, 0.08708157390356064, 0.08623742312192917, 0.08908693492412567, 0.08337332308292389, 0.08229183405637741, 0.08207616209983826, 0.09071891754865646, 0.0798436775803566, 0.07821763306856155, 0.08452994376420975, 0.08462665230035782, 0.07715599238872528, 0.07661975175142288, 0.07931961119174957, 0.07410382479429245, 0.07690548151731491, 0.0748525857925415, 0.07315894216299057, 0.07240106910467148, 0.07397329807281494, 0.0739675760269165, 0.07360652834177017, 0.07819859683513641, 0.07406248152256012, 0.07142031937837601, 0.0705222338438034, 0.07004804909229279, 0.07123931497335434, 0.06933958828449249, 0.06963440030813217, 0.07251303642988205, 0.06764493882656097, 0.06850602477788925, 0.06792451441287994, 0.06988982111215591, 0.06728611141443253, 0.06809357553720474, 0.06998065114021301, 0.06436938047409058, 0.06571688503026962, 0.06659384816884995, 0.06370171904563904, 0.06390967220067978, 0.06602294743061066, 0.06810333579778671, 0.06373866647481918, 0.06539817154407501, 0.06499182432889938]","[0.4848484992980957, 0.6262626051902771, 0.6363636255264282, 0.747474730014801, 0.7878788113594055, 0.7878788113594055, 0.7777777910232544, 0.7878788113594055, 0.808080792427063, 0.808080792427063, 0.8181818127632141, 0.7979797720909119, 0.8181818127632141, 0.8181818127632141, 0.8383838534355164, 0.7777777910232544, 0.808080792427063, 0.808080792427063, 0.8282828330993652, 0.8181818127632141, 0.8181818127632141, 0.8282828330993652, 0.8484848737716675, 0.8383838534355164, 0.8484848737716675, 0.8181818127632141, 0.8484848737716675, 0.8585858345031738, 0.8282828330993652, 0.8484848737716675, 0.8585858345031738, 0.8383838534355164, 0.868686854839325, 0.8383838534355164, 0.868686854839325, 0.8383838534355164, 0.8484848737716675, 0.808080792427063, 0.8787878751754761, 0.8989899158477783, 0.8989899158477783, 0.8888888955116272, 0.8989899158477783, 0.8282828330993652, 0.8585858345031738, 0.8787878751754761, 0.8888888955116272, 0.9191918969154358, 0.8989899158477783, 0.9090909361839294, 0.9191918969154358, 0.9292929172515869, 0.9191918969154358, 0.9292929172515869, 0.9292929172515869, 0.8585858345031738, 0.9292929172515869, 0.939393937587738, 0.939393937587738, 0.939393937587738, 0.939393937587738, 0.939393937587738, 0.9494949579238892, 0.939393937587738, 0.9494949579238892, 0.9494949579238892, 0.9494949579238892, 0.9494949579238892, 0.9696969985961914, 0.9797979593276978, 1.0, 0.9898989796638489, 1.0, 0.9797979593276978, 1.0, 0.9898989796638489, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9898989796638489, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9898989796638489, 1.0, 0.9898989796638489, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.4194585382938385, 0.4008598327636719, 0.37003177404403687, 0.3529762625694275, 0.3354881703853607, 0.3050951063632965, 0.31068894267082214, 0.29304108023643494, 0.2728024125099182, 0.2725270390510559, 0.2683390974998474, 0.27362239360809326, 0.2408083975315094, 0.23796938359737396, 0.2145455926656723, 0.23157478868961334, 0.2353399097919464, 0.2269287109375, 0.22761401534080505, 0.1974550187587738, 0.18723495304584503, 0.21915577352046967, 0.18627046048641205, 0.21732403337955475, 0.1957179605960846, 0.21712540090084076, 0.2101205289363861, 0.20067046582698822, 0.2019418329000473, 0.2003779411315918, 0.19792300462722778, 0.18515431880950928, 0.18853864073753357, 0.22315284609794617, 0.2088967114686966, 0.20084363222122192, 0.18419529497623444, 0.2100343555212021, 0.20874819159507751, 0.21847029030323029, 0.19846941530704498, 0.20137222111225128, 0.22771480679512024, 0.18486040830612183, 0.2100699245929718, 0.1761256456375122, 0.20895011723041534, 0.1736631840467453, 0.17048949003219604, 0.18346378207206726, 0.16909870505332947, 0.17123183608055115, 0.1764390617609024, 0.17266178131103516, 0.18738923966884613, 0.17870114743709564, 0.17104436457157135, 0.17168128490447998, 0.15920723974704742, 0.15362459421157837, 0.20471815764904022, 0.15267299115657806, 0.14124728739261627, 0.16021984815597534, 0.14928045868873596, 0.13367325067520142, 0.1258108913898468, 0.12205418944358826, 0.12220710515975952, 0.11774450540542603, 0.11287930607795715, 0.10599244385957718, 0.11113575100898743, 0.11452511698007584, 0.09958015382289886, 0.10925571620464325, 0.09982602298259735, 0.09484199434518814, 0.09805863350629807, 0.11053373664617538, 0.0915813148021698, 0.09585940092802048, 0.11222179234027863, 0.09438786655664444, 0.11596043407917023, 0.09976480156183243, 0.09379782527685165, 0.11754874140024185, 0.09613244980573654, 0.09098070859909058, 0.08155692368745804, 0.09198834747076035, 0.10595191270112991, 0.09420561045408249, 0.09878210723400116, 0.0948641374707222, 0.08756522834300995, 0.08032343536615372, 0.08033602684736252, 0.08574660122394562, 0.07921547442674637, 0.07789682596921921, 0.0878310278058052, 0.08528725802898407, 0.08207005262374878, 0.08246036618947983, 0.07287949323654175, 0.07360605895519257, 0.07599003612995148, 0.06973198056221008, 0.07178690284490585, 0.067264623939991, 0.07074461877346039, 0.07242637872695923, 0.06721021980047226, 0.06711841374635696, 0.07017368823289871, 0.0669679343700409, 0.06962155550718307, 0.06727223098278046, 0.06726294755935669]","[0.47999998927116394, 0.5600000023841858, 0.5600000023841858, 0.5600000023841858, 0.6399999856948853, 0.6800000071525574, 0.7200000286102295, 0.7599999904632568, 0.7599999904632568, 0.7599999904632568, 0.7200000286102295, 0.6800000071525574, 0.7200000286102295, 0.7200000286102295, 0.8399999737739563, 0.7599999904632568, 0.7599999904632568, 0.7599999904632568, 0.7200000286102295, 0.8399999737739563, 0.8399999737739563, 0.7599999904632568, 0.8399999737739563, 0.800000011920929, 0.8399999737739563, 0.7599999904632568, 0.800000011920929, 0.8399999737739563, 0.8399999737739563, 0.8399999737739563, 0.8399999737739563, 0.8399999737739563, 0.8399999737739563, 0.7200000286102295, 0.8399999737739563, 0.8399999737739563, 0.8399999737739563, 0.800000011920929, 0.8399999737739563, 0.800000011920929, 0.8399999737739563, 0.8399999737739563, 0.7599999904632568, 0.8399999737739563, 0.7599999904632568, 0.8799999952316284, 0.8399999737739563, 0.8799999952316284, 0.8799999952316284, 0.8399999737739563, 0.8799999952316284, 0.8399999737739563, 0.8799999952316284, 0.8799999952316284, 0.8799999952316284, 0.8799999952316284, 0.8799999952316284, 0.8799999952316284, 0.8799999952316284, 0.8799999952316284, 0.8399999737739563, 0.8799999952316284, 0.8799999952316284, 0.8799999952316284, 0.8799999952316284, 0.8799999952316284, 0.8799999952316284, 0.8799999952316284, 0.8799999952316284, 0.8799999952316284, 0.8799999952316284, 0.9599999785423279, 0.9200000166893005, 0.9599999785423279, 1.0, 0.9599999785423279, 1.0, 1.0, 1.0, 0.9200000166893005, 1.0, 1.0, 1.0, 1.0, 0.8799999952316284, 1.0, 1.0, 0.8799999952316284, 0.9599999785423279, 1.0, 1.0, 1.0, 0.8799999952316284, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
