mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_architecture,param_batch_size,param_epochs,param_lambda_value,param_learning_rate,param_momentum,param_optimizer,param_patience,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
8.883822441101074,4.242405430170101,1.5435050487518311,2.371617830039929,relu,"(8,)",8,200,0.01,0.1,0.6,sgd,6,"{'activation': 'relu', 'architecture': (8,), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.1, 'momentum': 0.6, 'optimizer': 'sgd', 'patience': 6}",0.64,1.0,0.96,0.8,0.5416666666666666,0.7883333333333333,0.17734461117020475,3
3.2523311614990233,0.5792030448002304,1.1335460186004638,1.0299682489985071,relu,"(8,)",8,200,0.01,0.1,0.8,sgd,6,"{'activation': 'relu', 'architecture': (8,), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.1, 'momentum': 0.8, 'optimizer': 'sgd', 'patience': 6}",0.64,0.44,0.72,0.8,0.5416666666666666,0.6283333333333333,0.12727049060083717,9
1.894245433807373,0.46382998589470936,0.26971235275268557,0.32274356757975453,relu,"(8,)",8,200,0.01,0.1,0.9,sgd,6,"{'activation': 'relu', 'architecture': (8,), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.1, 'momentum': 0.9, 'optimizer': 'sgd', 'patience': 6}",0.28,0.52,1.0,0.76,0.5416666666666666,0.6203333333333333,0.24320179092907832,11
2.464265012741089,0.23690940873530464,0.4176750659942627,0.4327361689828417,relu,"(8,)",8,200,0.01,0.3,0.6,sgd,6,"{'activation': 'relu', 'architecture': (8,), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.3, 'momentum': 0.6, 'optimizer': 'sgd', 'patience': 6}",0.64,0.76,1.0,0.52,0.5416666666666666,0.6923333333333332,0.17571315008021202,5
1.5188613414764405,0.13514011225888162,0.257828426361084,0.13345196776206447,relu,"(8,)",8,200,0.01,0.3,0.8,sgd,6,"{'activation': 'relu', 'architecture': (8,), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.3, 'momentum': 0.8, 'optimizer': 'sgd', 'patience': 6}",0.48,0.24,0.88,0.52,0.5416666666666666,0.5323333333333333,0.2046015097152946,24
0.9551923274993896,0.06319565575122195,0.13127474784851073,0.045283753842852596,relu,"(8,)",8,200,0.01,0.3,0.9,sgd,6,"{'activation': 'relu', 'architecture': (8,), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.3, 'momentum': 0.9, 'optimizer': 'sgd', 'patience': 6}",0.48,0.48,0.68,0.48,0.5833333333333334,0.5406666666666667,0.08034370610764179,21
1.7139714717864991,0.20270274315904394,0.5186753273010254,0.40930999166149945,relu,"(8,)",8,200,0.01,0.5,0.6,sgd,6,"{'activation': 'relu', 'architecture': (8,), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.5, 'momentum': 0.6, 'optimizer': 'sgd', 'patience': 6}",0.6,0.48,0.92,0.68,0.5833333333333334,0.6526666666666667,0.14806004787847998,7
1.0133660793304444,0.13271981761408352,0.18776259422302247,0.08466651536890317,relu,"(8,)",8,200,0.01,0.5,0.8,sgd,6,"{'activation': 'relu', 'architecture': (8,), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.5, 'momentum': 0.8, 'optimizer': 'sgd', 'patience': 6}",0.16,0.6,0.68,0.48,0.5,0.484,0.17726815844928268,36
1.4584322929382325,0.25321902326050844,0.24381709098815918,0.15245680789505317,relu,"(8,)",8,200,0.01,0.5,0.9,sgd,6,"{'activation': 'relu', 'architecture': (8,), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.5, 'momentum': 0.9, 'optimizer': 'sgd', 'patience': 6}",0.56,0.52,0.8,0.52,0.7083333333333334,0.6216666666666668,0.11295033323446983,10
6.213770198822021,1.8711347396333158,0.5338963031768799,0.7561314628293039,relu,"(8, 8)",8,200,0.01,0.1,0.6,sgd,6,"{'activation': 'relu', 'architecture': (8, 8), 'batch_size': 8, 'epochs': 200, 'lambda_value': 0.01, 'learning_rate': 0.1, 'momentum': 0.6, 'optimizer': 'sgd', 'patience': 6}",0.68,1.0,0.96,1.0,0.5416666666666666,0.8363333333333334,0.18980809021511993,1
